itl3_code,itl2_code,itl3_name,share,share_std,share_years,region_name,metric
TLI43,TLI4,Haringey and Islington,0.2285711282934276,0.004577155634139484,4,Haringey and Islington,emp_total_jobs
TLI44,TLI4,Lewisham and Southwark,0.24099713440625095,0.004972017237369167,4,Lewisham and Southwark,emp_total_jobs
TLI45,TLI4,Lambeth,0.1054848280801603,0.0032120433707862384,4,Lambeth,emp_total_jobs
TLI51,TLI5,Bexley and Greenwich,0.2792050414595346,0.002663005303753722,4,Bexley and Greenwich,emp_total_jobs
TLI52,TLI5,Barking & Dagenham and Havering,0.2525899927423977,0.0011024689749170636,4,Barking & Dagenham and Havering,emp_total_jobs
TLI53,TLI5,Redbridge and Waltham Forest,0.2820109007997038,0.008975818698616609,4,Redbridge and Waltham Forest,emp_total_jobs
TLI54,TLI5,Enfield,0.18619406499836388,0.005232949422540128,4,Enfield,emp_total_jobs
TLI61,TLI6,Bromley,0.23073186941887253,0.0026518976222367676,4,Bromley,emp_total_jobs
TLI62,TLI6,Croydon,0.2677700041982555,0.007049907925982786,4,Croydon,emp_total_jobs
TLI63,TLI6,"Merton, Kingston upon Thames and Sutton",0.501498126382872,0.008662033079431615,4,"Merton, Kingston upon Thames and Sutton",emp_total_jobs
TLI71,TLI7,Barnet,0.15385185286753697,0.0025549824483785803,4,Barnet,emp_total_jobs
TLI72,TLI7,Brent,0.13617932573932134,0.0015731558677224819,4,Brent,emp_total_jobs
TLI73,TLI7,Ealing,0.14434344311193495,0.002716695259555265,4,Ealing,emp_total_jobs
TLI74,TLI7,Harrow and Hillingdon,0.2967038721103267,0.002584612453528694,4,Harrow and Hillingdon,emp_total_jobs
TLI75,TLI7,Hounslow and Richmond upon Thames,0.26892150617087995,0.003240641759348819,4,Hounslow and Richmond upon Thames,emp_total_jobs
TLJ12,TLJ1,Milton Keynes,0.13536131120883726,0.002413187595062716,4,Milton Keynes,emp_total_jobs
TLJ13,TLJ1,Buckinghamshire,0.17932625367249033,0.005139777954102789,4,Buckinghamshire,emp_total_jobs
TLJ14,TLJ1,Oxfordshire CC,0.28269397728979084,0.0008380995062682858,4,Oxfordshire CC,emp_total_jobs
TLJ15,TLJ1,Berkshire East,0.1738162627512208,0.0043038308459139585,4,Berkshire East,emp_total_jobs
TLJ16,TLJ1,Berkshire West,0.22880219507766072,0.0023236939862275397,4,Berkshire West,emp_total_jobs
TLJ21,TLJ2,Brighton and Hove,0.11236694963192911,0.001855513231812759,4,Brighton and Hove,emp_total_jobs
TLJ22,TLJ2,East Sussex CC,0.14547469836416593,0.0032873468761987082,4,East Sussex CC,emp_total_jobs
TLJ25,TLJ2,West Surrey,0.30614245353371317,0.002939484440427497,4,West Surrey,emp_total_jobs
TLJ26,TLJ2,East Surrey,0.13691150831506063,0.0015934617573450697,4,East Surrey,emp_total_jobs
TLJ27,TLJ2,West Sussex (South West),0.14001037091623297,0.0018460885968395954,4,West Sussex (South West),emp_total_jobs
TLJ28,TLJ2,West Sussex (North East),0.1590940192388982,0.002076274083164462,4,West Sussex (North East),emp_total_jobs
TLJ31,TLJ3,Portsmouth,0.11861047351870488,0.0013367767595063274,4,Portsmouth,emp_total_jobs
TLJ32,TLJ3,Southampton,0.128531511804593,0.0023261589082441167,4,Southampton,emp_total_jobs
TLJ34,TLJ3,Isle of Wight,0.058586642290757975,0.0018600343686370788,4,Isle of Wight,emp_total_jobs
TLJ35,TLJ3,South Hampshire,0.19675470662678674,0.0027082845147892633,4,South Hampshire,emp_total_jobs
TLJ36,TLJ3,Central Hampshire,0.30221883558924717,0.005058616294589977,4,Central Hampshire,emp_total_jobs
TLJ37,TLJ3,North Hampshire,0.19529783016991026,0.0019854251872201568,4,North Hampshire,emp_total_jobs
TLJ41,TLJ4,Medway,0.12997373590352446,0.0007816849002896933,4,Medway,emp_total_jobs
TLJ43,TLJ4,Kent Thames Gateway,0.2096406661269931,0.0021728339701158556,4,Kent Thames Gateway,emp_total_jobs
TLJ44,TLJ4,East Kent,0.2464740009598561,0.003930628493886201,4,East Kent,emp_total_jobs
TLJ45,TLJ4,Mid Kent,0.1887042081906951,0.004334598313829522,4,Mid Kent,emp_total_jobs
TLJ46,TLJ4,West Kent,0.2252073888189312,0.003210389475686326,4,West Kent,emp_total_jobs
TLK30,TLK3,Cornwall and Isles of Scilly,1.0,0.0,4,Cornwall and Isles of Scilly,emp_total_jobs
TLK41,TLK4,Plymouth,0.22955527387837898,0.00033609566608278074,4,Plymouth,emp_total_jobs
TLK42,TLK4,Torbay,0.09607291732520294,0.0018742292712935662,4,Torbay,emp_total_jobs
TLK43,TLK4,Devon CC,0.6743718087964181,0.0018018380781136452,4,Devon CC,emp_total_jobs
TLK51,TLK5,"Bristol, City of",0.5366899080542108,0.0017665636542272998,4,"Bristol, City of",emp_total_jobs
TLK52,TLK5,Bath & North East Somerset and South Gloucestershire,0.4633100919457892,0.001766563654227224,4,Bath & North East Somerset and South Gloucestershire,emp_total_jobs
TLK61,TLK6,North Somerset,0.13563759618049956,0.0009700086119607546,4,North Somerset,emp_total_jobs
TLK62,TLK6,Somerset,0.3578944332480389,0.006790174953864241,4,Somerset,emp_total_jobs
TLK63,TLK6,"Bournemouth, Christchurch and Poole",0.28227078112338116,0.006790185320000177,4,"Bournemouth, Christchurch and Poole",emp_total_jobs
TLK64,TLK6,Dorset,0.2241971894480804,0.002575930155213504,4,Dorset,emp_total_jobs
TLK71,TLK7,Swindon,0.18107012175366288,0.0029594505621195655,4,Swindon,emp_total_jobs
TLK72,TLK7,Wiltshire,0.3362845197985888,0.002378393606675395,4,Wiltshire,emp_total_jobs
TLK73,TLK7,Gloucestershire CC,0.4826453584477483,0.002093232592807211,4,Gloucestershire CC,emp_total_jobs
TLC31,TLC3,Hartlepool and Stockton-on-Tees,0.42706823558593626,0.0005137774450048302,4,Hartlepool and Stockton-on-Tees,population_total
TLC32,TLC3,South Teesside,0.4145160351441587,0.0007564694868909611,4,South Teesside,population_total
TLC33,TLC3,Darlington,0.15841572926990502,0.0007810294925425294,4,Darlington,population_total
TLC41,TLC4,Durham,0.2640733721159102,0.0009633738189528838,4,Durham,population_total
TLC42,TLC4,Northumberland,0.1625184452459853,0.0006607905623899739,4,Northumberland,population_total
TLC43,TLC4,Tyneside,0.4334195717396761,0.0008410143111316477,4,Tyneside,population_total
TLC44,TLC4,Sunderland,0.13998861089842835,0.0007443725758361174,4,Sunderland,population_total
TLD13,TLD1,Cumberland,0.5480543325534345,0.0011545601297291428,4,Cumberland,population_total
TLD14,TLD1,Westmorland and Furness,0.45194566744656545,0.0011545601297291385,4,Westmorland and Furness,population_total
TLD33,TLD3,Manchester,0.19469355668828106,0.0019316546706006224,4,Manchester,population_total
TLD34,TLD3,Greater Manchester South West,0.1772406543323005,0.0005804673411538044,4,Greater Manchester South West,population_total
TLD35,TLD3,Greater Manchester South East,0.18169320580276532,0.0012905575337990932,4,Greater Manchester South East,population_total
TLD36,TLD3,Greater Manchester North West,0.21773163669100398,0.0003125700478840145,4,Greater Manchester North West,population_total
TLD37,TLD3,Greater Manchester North East,0.22864094648564914,0.0009772478567141917,4,Greater Manchester North East,population_total
TLD41,TLD4,Blackburn with Darwen,0.10103050519267105,0.00037755478635940326,4,Blackburn with Darwen,population_total
TLD42,TLD4,Blackpool,0.09098348305833347,0.0008356998788962518,4,Blackpool,population_total
TLD44,TLD4,Lancaster and Wyre,0.16598027957908096,0.0009489744489227787,4,Lancaster and Wyre,population_total
TLD45,TLD4,Mid Lancashire,0.2657709519787599,0.0025761381881097595,4,Mid Lancashire,population_total
TLD46,TLD4,East Lancashire,0.22363988446871688,0.000541992056422378,4,East Lancashire,population_total
TLD47,TLD4,Chorley and West Lancashire,0.15259489572243773,0.0008573277097497422,4,Chorley and West Lancashire,population_total
TLD61,TLD6,Warrington,0.21549664440597444,0.0018227488540226214,4,Warrington,population_total
TLD62,TLD6,Cheshire East,0.41570419505785394,0.002080879567051836,4,Cheshire East,population_total
TLD63,TLD6,Cheshire West and Chester,0.3687991605361716,0.00032263555250319276,4,Cheshire West and Chester,population_total
TLD71,TLD7,East Merseyside,0.3004962604966437,0.0003018623690500253,4,East Merseyside,population_total
TLD72,TLD7,Liverpool,0.3150844137955778,0.0020006804127770395,4,Liverpool,population_total
TLD73,TLD7,Sefton,0.17900828345861222,0.00090218168134568,4,Sefton,population_total
TLD74,TLD7,Wirral,0.2054110422491663,0.0008713614647141962,4,Wirral,population_total
TLE11,TLE1,"Kingston upon Hull, City of",0.2854847430547982,0.0009198751717610534,4,"Kingston upon Hull, City of",population_total
TLE12,TLE1,East Riding of Yorkshire,0.3679618705350963,0.0014579718128624845,4,East Riding of Yorkshire,population_total
TLE13,TLE1,North and North East Lincolnshire,0.34655338641010547,0.002297331128579531,4,North and North East Lincolnshire,population_total
TLE21,TLE2,York,0.24707521141172628,0.0007741939829867756,4,York,population_total
TLE22,TLE2,North Yorkshire,0.7529247885882737,0.0007741939829868291,4,North Yorkshire,population_total
TLE33,TLE3,Barnsley,0.1769020628258439,0.0009499161944312184,4,Barnsley,population_total
TLE34,TLE3,Rotherham,0.19321349566430834,0.00032171787654222526,4,Rotherham,population_total
TLE35,TLE3,Doncaster,0.22372237947126591,0.0005617678283693366,4,Doncaster,population_total
TLE36,TLE3,Sheffield,0.40616206203858185,0.0016865034141484473,4,Sheffield,population_total
TLE41,TLE4,Bradford,0.23207787860816692,0.0004991582946414181,4,Bradford,population_total
TLE42,TLE4,Leeds,0.3456841441013071,0.0011409286623705614,4,Leeds,population_total
TLE44,TLE4,Calderdale and Kirklees,0.27152528556875555,0.0008590755293838071,4,Calderdale and Kirklees,population_total
TLE45,TLE4,Wakefield,0.1507126917217704,0.00019170934931213472,4,Wakefield,population_total
TLF11,TLF1,Derby,0.11915649663804455,0.0007410778064907887,4,Derby,population_total
TLF12,TLF1,East Derbyshire,0.12982924443476673,8.96136313366148e-05,4,East Derbyshire,population_total
TLF13,TLF1,South and West Derbyshire,0.23073500671123248,0.0005545337551935957,4,South and West Derbyshire,population_total
TLF14,TLF1,Nottingham,0.14536888872982937,0.0007292071888302889,4,Nottingham,population_total
TLF15,TLF1,North Nottinghamshire,0.21692574210532345,0.00017369389314293555,4,North Nottinghamshire,population_total
TLF16,TLF1,South Nottinghamshire,0.15798462138080344,0.00026000562905902904,4,South Nottinghamshire,population_total
TLF21,TLF2,Leicester,0.1939523190616504,0.0013965687128317866,4,Leicester,population_total
TLF22,TLF2,Leicestershire CC and Rutland,0.3954180910322973,0.0005009103138189999,4,Leicestershire CC and Rutland,population_total
TLF24,TLF2,West Northamptonshire,0.22247103783896763,0.0010348755967135002,4,West Northamptonshire,population_total
TLF25,TLF2,North Northamptonshire,0.18815855206708468,0.0005349185175412197,4,North Northamptonshire,population_total
TLF30,TLF3,Lincolnshire CC,1.0,0.0,4,Lincolnshire CC,population_total
TLG11,TLG1,"Herefordshire, County of",0.13356926095217098,0.001071635848093164,4,"Herefordshire, County of",population_total
TLG12,TLG1,Worcestershire CC,0.4324586052770135,0.0019779178754060853,4,Worcestershire CC,population_total
TLG13,TLG1,Warwickshire CC,0.43397213377081545,0.0030482040901295766,4,Warwickshire CC,population_total
TLG21,TLG2,Telford and Wrekin,0.11387801312598651,0.0008358844446605801,4,Telford and Wrekin,population_total
TLG22,TLG2,Shropshire,0.19609104019165846,0.0010835061234839719,4,Shropshire,population_total
TLG23,TLG2,Stoke-on-Trent,0.15741223129683973,0.0008685728883760311,4,Stoke-on-Trent,population_total
TLG24,TLG2,Staffordshire CC,0.5326187153855153,0.0006168778050683485,4,Staffordshire CC,population_total
TLG31,TLG3,Birmingham,0.3908593169823017,0.0008216775477914958,4,Birmingham,population_total
TLG32,TLG3,Solihull,0.07359237737378072,0.0006057689546711535,4,Solihull,population_total
TLG33,TLG3,Coventry,0.11964154471208102,0.0015113782799377608,4,Coventry,population_total
TLG36,TLG3,Dudley,0.11004614924989459,0.0007007013492384102,4,Dudley,population_total
TLG37,TLG3,Sandwell,0.11692789303436968,0.0003081386601355943,4,Sandwell,population_total
TLG38,TLG3,Walsall,0.09732821329803852,0.00010399073657587883,4,Walsall,population_total
TLG39,TLG3,Wolverhampton,0.09160450534953377,0.0009115239781977722,4,Wolverhampton,population_total
TLH21,TLH2,Luton,0.11903912797692826,0.001103017057128551,4,Luton,population_total
TLH24,TLH2,Bedford,0.09778430687014045,0.0003443127451765056,4,Bedford,population_total
TLH25,TLH2,Central Bedfordshire,0.1573129678821889,0.0017504838524634865,4,Central Bedfordshire,population_total
TLH26,TLH2,North and East Hertfordshire,0.30892491424808627,0.0014276927318866324,4,North and East Hertfordshire,population_total
TLH27,TLH2,South West Hertfordshire,0.31693868302265615,0.001727814796322751,4,South West Hertfordshire,population_total
TLH31,TLH3,Southend-on-Sea,0.09630766964513779,0.00045621493106990296,4,Southend-on-Sea,population_total
TLH32,TLH3,Thurrock,0.09412615472244196,0.0002557402310076898,4,Thurrock,population_total
TLH34,TLH3,Essex Haven Gateway,0.2687027299918908,0.0014480308196851727,4,Essex Haven Gateway,population_total
TLH35,TLH3,West Essex,0.1715651687225738,0.00022039448840565205,4,West Essex,population_total
TLH36,TLH3,Heart of Essex,0.1747946747510197,8.822502223683782e-05,4,Heart of Essex,population_total
TLH37,TLH3,Essex Thames Gateway,0.19450360216693596,0.0006013252858287746,4,Essex Thames Gateway,population_total
TLH41,TLH4,Peterborough,0.24022831190915597,0.0007531483306189524,4,Peterborough,population_total
TLH42,TLH4,Cambridgeshire CC,0.759771688090844,0.0007531483306189408,4,Cambridgeshire CC,population_total
TLH51,TLH5,Norwich and East Norfolk,0.40954580377577954,0.0006425537346892336,4,Norwich and East Norfolk,population_total
TLH52,TLH5,North and West Norfolk,0.27863713856075306,0.0022497261147204485,4,North and West Norfolk,population_total
TLH53,TLH5,Breckland and South Norfolk,0.3118170576634674,0.0016256870053305934,4,Breckland and South Norfolk,population_total
TLH61,TLH6,Babergh and Mid Suffolk,0.2608855575541792,0.003138340824333604,4,Babergh and Mid Suffolk,population_total
TLH62,TLH6,Ipswich,0.18046739745153448,0.002018191547214598,4,Ipswich,population_total
TLH63,TLH6,East Suffolk,0.3204143073142502,0.0024892566625558804,4,East Suffolk,population_total
TLH64,TLH6,West Suffolk,0.23823273768003614,0.00143044754971114,4,West Suffolk,population_total
TLI33,TLI3,Kensington & Chelsea and Hammersmith & Fulham,0.30127129857419593,0.0014647999268915168,4,Kensington & Chelsea and Hammersmith & Fulham,population_total
TLI34,TLI3,Wandsworth,0.3020527627722316,0.0017630170988188036,4,Wandsworth,population_total
TLI35,TLI3,Westminster and City of London,0.2008582953275851,0.001849249360355288,4,Westminster and City of London,population_total
TLI36,TLI3,Camden,0.1958176433259874,0.0011432749801186144,4,Camden,population_total
TLI41,TLI4,Hackney and Newham,0.26493268699111305,0.0025850201618082985,4,Hackney and Newham,population_total
TLI42,TLI4,Tower Hamlets,0.1373203866586975,0.0020817214694085315,4,Tower Hamlets,population_total
TLI43,TLI4,Haringey and Islington,0.204731350552025,0.0013774305781819704,4,Haringey and Islington,population_total
TLI44,TLI4,Lewisham and Southwark,0.25858517948446313,0.0013442108078980525,4,Lewisham and Southwark,population_total
TLI45,TLI4,Lambeth,0.13443039631370135,0.001671653477420457,4,Lambeth,population_total
TLI51,TLI5,Bexley and Greenwich,0.27829799641574243,0.0008311076409586223,4,Bexley and Greenwich,population_total
TLI52,TLI5,Barking & Dagenham and Havering,0.2515615519781517,0.002980762623476008,4,Barking & Dagenham and Havering,population_total
TLI53,TLI5,Redbridge and Waltham Forest,0.30266799863191635,0.001053243877359116,4,Redbridge and Waltham Forest,population_total
TLI54,TLI5,Enfield,0.1674724529741895,0.002647492325622239,4,Enfield,population_total
TLI61,TLI6,Bromley,0.24970618587801863,0.0012645637836879897,4,Bromley,population_total
TLI62,TLI6,Croydon,0.30010561595886354,0.0025864305990707694,4,Croydon,population_total
TLI63,TLI6,"Merton, Kingston upon Thames and Sutton",0.45018819816311784,0.0013319374445264593,4,"Merton, Kingston upon Thames and Sutton",population_total
TLI71,TLI7,Barnet,0.1808331861008241,0.00037571225939094497,4,Barnet,population_total
TLI72,TLI7,Brent,0.15797101428828772,0.00026824759807509796,4,Brent,population_total
TLI73,TLI7,Ealing,0.1716462929264445,0.0005682945546866605,4,Ealing,population_total
TLI74,TLI7,Harrow and Hillingdon,0.2660974721750569,0.0016411423932271363,4,Harrow and Hillingdon,population_total
TLI75,TLI7,Hounslow and Richmond upon Thames,0.22345203450938678,0.001736608080380846,4,Hounslow and Richmond upon Thames,population_total
TLJ12,TLJ1,Milton Keynes,0.11504003792539551,0.0007163356125894696,4,Milton Keynes,population_total
TLJ13,TLJ1,Buckinghamshire,0.21954846865620523,0.0004949416398349148,4,Buckinghamshire,population_total
TLJ14,TLJ1,Oxfordshire CC,0.28891711194319364,0.00045553715868046455,4,Oxfordshire CC,population_total
TLJ15,TLJ1,Berkshire East,0.17320022233265753,0.00024120115397858463,4,Berkshire East,population_total
TLJ16,TLJ1,Berkshire West,0.20329415914254811,0.00041907653531279366,4,Berkshire West,population_total
TLJ21,TLJ2,Brighton and Hove,0.09455109625287948,0.00022001375089699608,4,Brighton and Hove,population_total
TLJ22,TLJ2,East Sussex CC,0.187127797581653,0.0005378205861363366,4,East Sussex CC,population_total
TLJ25,TLJ2,West Surrey,0.27429809892264856,0.0005049305972187966,4,West Surrey,population_total
TLJ26,TLJ2,East Surrey,0.14019721999429127,0.00011964241022585105,4,East Surrey,population_total
TLJ27,TLJ2,West Sussex (South West),0.159321164083026,0.0005227414323358361,4,West Sussex (South West),population_total
TLJ28,TLJ2,West Sussex (North East),0.1445046231655017,0.0006828707700158285,4,West Sussex (North East),population_total
TLJ31,TLJ3,Portsmouth,0.10392108427932795,0.0004709288994449381,4,Portsmouth,population_total
TLJ32,TLJ3,Southampton,0.1250247043661562,0.000979616248805377,4,Southampton,population_total
TLJ34,TLJ3,Isle of Wight,0.06944244306299747,0.0007453419157340849,4,Isle of Wight,population_total
TLJ35,TLJ3,South Hampshire,0.22781605664850418,0.0009856169979151792,4,South Hampshire,population_total
TLJ36,TLJ3,Central Hampshire,0.28010858547998885,0.00048722658397382335,4,Central Hampshire,population_total
TLJ37,TLJ3,North Hampshire,0.19368712616302533,0.0009258463768541219,4,North Hampshire,population_total
TLJ41,TLJ4,Medway,0.15095987912813003,0.00044122031857048627,4,Medway,population_total
TLJ43,TLJ4,Kent Thames Gateway,0.20303625185311547,0.0007437698823209314,4,Kent Thames Gateway,population_total
TLJ44,TLJ4,East Kent,0.27998148269440537,0.0017174469871284765,4,East Kent,population_total
TLJ45,TLJ4,Mid Kent,0.1687145197579475,0.0015263847340641985,4,Mid Kent,population_total
TLJ46,TLJ4,West Kent,0.19730786656640165,0.0009417992631926761,4,West Kent,population_total
TLK30,TLK3,Cornwall and Isles of Scilly,1.0,0.0,4,Cornwall and Isles of Scilly,population_total
TLK41,TLK4,Plymouth,0.21717157012248078,0.0003005589354644107,4,Plymouth,population_total
TLK42,TLK4,Torbay,0.11289372964562183,0.0011708689423037644,4,Torbay,population_total
TLK43,TLK4,Devon CC,0.6699347002318974,0.0012775712490495099,4,Devon CC,population_total
TLK51,TLK5,"Bristol, City of",0.49392331430667624,0.00024354861444610072,4,"Bristol, City of",population_total
TLK52,TLK5,Bath & North East Somerset and South Gloucestershire,0.5060766856933238,0.00024354861444603887,4,Bath & North East Somerset and South Gloucestershire,population_total
TLK61,TLK6,North Somerset,0.1387364329570276,0.00047742425319265337,4,North Somerset,population_total
TLK62,TLK6,Somerset,0.36481803281854397,0.0001748689620884604,4,Somerset,population_total
TLK63,TLK6,"Bournemouth, Christchurch and Poole",0.254325835415838,0.0003986707900114214,4,"Bournemouth, Christchurch and Poole",population_total
TLK64,TLK6,Dorset,0.2421196988085905,0.00037796342782127405,4,Dorset,population_total
TLK71,TLK7,Swindon,0.16860387136029756,0.0009085796936830653,4,Swindon,population_total
TLK72,TLK7,Wiltshire,0.36642773012663266,0.0017318370301438125,4,Wiltshire,population_total
TLK73,TLK7,Gloucestershire CC,0.46496839851306976,0.0008420983633833745,4,Gloucestershire CC,population_total
TLL31,TLL3,Isle of Anglesey,0.0998699072186209,0.0005594741630220108,4,Isle of Anglesey,population_total
TLL32,TLL3,Gwynedd,0.17200569299420762,0.0013862402095380264,4,Gwynedd,population_total
TLL33,TLL3,Conwy and Denbighshire,0.30610510934032703,0.0005550418461936134,4,Conwy and Denbighshire,population_total
TLL34,TLL3,Flintshire and Wrexham,0.42201929044684444,0.0004072350430922772,4,Flintshire and Wrexham,population_total
TLL41,TLL4,Mid Wales,0.2270841404356631,0.000878373925900845,4,Mid Wales,population_total
TLL42,TLL4,South West Wales,0.3461365085665385,0.0015561417307456595,4,South West Wales,population_total
TLL43,TLL4,Swansea,0.2699988456943549,0.003697136132686293,4,Swansea,population_total
TLL44,TLL4,Neath Port Talbot,0.15678050530344345,0.0013456587363618456,4,Neath Port Talbot,population_total
TLL51,TLL5,Central Valleys and Bridgend,0.28804599261837843,0.001866505137789897,4,Central Valleys and Bridgend,population_total
TLL52,TLL5,Cardiff and Vale of Glamorgan,0.3277367584161849,0.0033888212239434694,4,Cardiff and Vale of Glamorgan,population_total
TLL53,TLL5,Gwent Valleys,0.2176667176923687,0.0020173919501170192,4,Gwent Valleys,population_total
TLL54,TLL5,Monmouthshire and Newport,0.16655053127306804,0.0005605546443878237,4,Monmouthshire and Newport,population_total
TLM01,TLM0,Clackmannanshire and Fife,0.4548124388663693,0.0009236991179992431,4,Clackmannanshire and Fife,population_total
TLM02,TLM0,"Perth and Kinross, and Stirling",0.2627385442322079,0.0013146448254837259,4,"Perth and Kinross, and Stirling",population_total
TLM03,TLM0,Angus and Dundee City,0.28244901690142277,0.0006359539402066044,4,Angus and Dundee City,population_total
TLM11,TLM1,East Lothian and Midlothian,0.19674997191031576,0.00016633046580151716,4,East Lothian and Midlothian,population_total
TLM12,TLM1,Falkirk,0.14838730936252156,0.0019211298834603758,4,Falkirk,population_total
TLM13,TLM1,City of Edinburgh,0.4838646443871455,0.0024232534468545132,4,City of Edinburgh,population_total
TLM14,TLM1,West Lothian,0.1709980743400172,0.0005690210781971857,4,West Lothian,population_total
TLM20,TLM2,Highlands and Islands,1.0,0.0,4,Highlands and Islands,population_total
TLM31,TLM3,East Dunbartonshire and West Dunbartonshire,0.1291772143862278,0.0015643457367932195,4,East Dunbartonshire and West Dunbartonshire,population_total
TLM32,TLM3,Glasgow City,0.41115480206871435,0.004793800335429852,4,Glasgow City,population_total
TLM33,TLM3,"Inverclyde, East Renfrewshire, and Renfrewshire",0.2363336018369334,0.0006310288388030787,4,"Inverclyde, East Renfrewshire, and Renfrewshire",population_total
TLM34,TLM3,North Lanarkshire,0.22333438170812442,0.002619947739256219,4,North Lanarkshire,population_total
TLM50,TLM5,Aberdeen City and Aberdeenshire,1.0,0.0,4,Aberdeen City and Aberdeenshire,population_total
TLM91,TLM9,Scottish Borders,0.14174566006392667,0.0007960127848810028,4,Scottish Borders,population_total
TLM92,TLM9,Dumfries and Galloway,0.17690069561930555,0.0011089001257597816,4,Dumfries and Galloway,population_total
TLM93,TLM9,North Ayrshire and East Ayrshire,0.1464372212784886,0.00027388163038286485,4,North Ayrshire and East Ayrshire,population_total
TLM94,TLM9,South Ayrshire,0.13555000706758286,0.0003369353936333839,4,South Ayrshire,population_total
TLM95,TLM9,South Lanarkshire,0.39936641597069633,0.002491681710998081,4,South Lanarkshire,population_total
TLN06,TLN0,Belfast,0.1821527512150748,0.0007246507345078314,4,Belfast,population_total
TLN07,TLN0,"Armagh City, Banbridge and Craigavon",0.11530970842810451,0.00018687837996547325,4,"Armagh City, Banbridge and Craigavon",population_total
TLN08,TLN0,"Newry, Mourne and Down",0.09545863206964447,0.00032995624241831503,4,"Newry, Mourne and Down",population_total
TLN09,TLN0,Ards and North Down,0.08591300513749188,9.404830169546862e-05,4,Ards and North Down,population_total
TLN0A,TLN0,Derry City and Strabane,0.07893622453007614,0.0002726628834450883,4,Derry City and Strabane,population_total
TLN0B,TLN0,Mid Ulster,0.07911959834585544,8.140791743026845e-05,4,Mid Ulster,population_total
TLN0C,TLN0,Causeway Coast and Glens,0.07394636313680886,0.0003203181658319773,4,Causeway Coast and Glens,population_total
TLN0D,TLN0,Antrim and Newtownabbey,0.07664984124474564,0.00014231564208627733,4,Antrim and Newtownabbey,population_total
TLN0E,TLN0,Lisburn and Castlereagh,0.0785132685495653,0.00012502253401397507,4,Lisburn and Castlereagh,population_total
TLN0F,TLN0,Mid and East Antrim,0.07282535491249163,0.00019515690886685966,4,Mid and East Antrim,population_total
TLN0G,TLN0,Fermanagh and Omagh,0.06117525243014136,0.00017293482108311173,4,Fermanagh and Omagh,population_total
TLC31,TLC3,Hartlepool and Stockton-on-Tees,0.4285979988768257,0.0005443101991053674,4,Hartlepool and Stockton-on-Tees,population_16_64
TLC32,TLC3,South Teesside,0.4128942926590715,0.0013498609824550074,4,South Teesside,population_16_64
TLC33,TLC3,Darlington,0.15850770846410278,0.0010404559068641433,4,Darlington,population_16_64
TLC41,TLC4,Durham,0.2628191302135069,0.0010210202353594124,4,Durham,population_16_64
TLC42,TLC4,Northumberland,0.15200194986357535,0.001338438289388336,4,Northumberland,population_16_64
TLC43,TLC4,Tyneside,0.4456270482310104,0.0013162496298689524,4,Tyneside,population_16_64
TLC44,TLC4,Sunderland,0.13955187169190736,0.0008760798354231021,4,Sunderland,population_16_64
TLD13,TLD1,Cumberland,0.551909275270976,0.0008855424240820855,4,Cumberland,population_16_64
TLD14,TLD1,Westmorland and Furness,0.448090724729024,0.0008855424240820813,4,Westmorland and Furness,population_16_64
TLD33,TLD3,Manchester,0.21434107812590775,0.002895249506286122,4,Manchester,population_16_64
TLD34,TLD3,Greater Manchester South West,0.17969234774064352,0.0007041662957700778,4,Greater Manchester South West,population_16_64
TLD35,TLD3,Greater Manchester South East,0.1751104954027901,0.0016249571920379472,4,Greater Manchester South East,population_16_64
TLD36,TLD3,Greater Manchester North West,0.21051924036804381,0.0007127035755540592,4,Greater Manchester North West,population_16_64
TLD37,TLD3,Greater Manchester North East,0.2203368383626148,0.0012416182102892015,4,Greater Manchester North East,population_16_64
TLD41,TLD4,Blackburn with Darwen,0.10351865047045977,0.0005786362312935591,4,Blackburn with Darwen,population_16_64
TLD42,TLD4,Blackpool,0.09128876409818135,0.0009921755018089098,4,Blackpool,population_16_64
TLD44,TLD4,Lancaster and Wyre,0.1626473536535371,0.001318534479821157,4,Lancaster and Wyre,population_16_64
TLD45,TLD4,Mid Lancashire,0.2664557082103204,0.002766790929756645,4,Mid Lancashire,population_16_64
TLD46,TLD4,East Lancashire,0.22345104529197363,0.00047914474355212404,4,East Lancashire,population_16_64
TLD47,TLD4,Chorley and West Lancashire,0.15263847827552773,0.0010705794867044316,4,Chorley and West Lancashire,population_16_64
TLD61,TLD6,Warrington,0.21978703321900378,0.002911368827255808,4,Warrington,population_16_64
TLD62,TLD6,Cheshire East,0.4093525639903292,0.0025148397333850676,4,Cheshire East,population_16_64
TLD63,TLD6,Cheshire West and Chester,0.370860402790667,0.0005211031249011059,4,Cheshire West and Chester,population_16_64
TLD71,TLD7,East Merseyside,0.2974256151389104,0.00038680551330412435,4,East Merseyside,population_16_64
TLD72,TLD7,Liverpool,0.3380712264848521,0.0026642950187471064,4,Liverpool,population_16_64
TLD73,TLD7,Sefton,0.16960688178438468,0.001444670778799995,4,Sefton,population_16_64
TLD74,TLD7,Wirral,0.19489627659185277,0.0009550428154720125,4,Wirral,population_16_64
TLE11,TLE1,"Kingston upon Hull, City of",0.30519557522591134,0.0013339163152955452,4,"Kingston upon Hull, City of",population_16_64
